Time,Utilization

753.0,0.25
982.0,0.375
1025.0,0.5
1528.0,0.25
1528.0,0.3125
1836.0,0.375
2712.0,0.4375
2772.0,0.5
2823.0,0.5625
2876.0,0.5
3009.0,0.5625
3096.0,0.625
3134.0,0.6875
3249.0,0.75
3634.0,0.5
3634.0,0.5416666666666667
3815.0,0.5833333333333334
3827.0,0.6250000000000001
3874.0,0.6666666666666667
4017.0,0.625
4618.0,0.6666666666666666
5032.0,0.7083333333333334
5058.0,0.75
5204.0,0.7916666666666667
5375.0,0.8333333333333335
5976.0,0.625
5976.0,0.65625
6248.0,0.6875
6432.0,0.71875
6484.0,0.75
6858.0,0.78125
7125.0,0.75
7238.0,0.71875
7422.0,0.75
8060.0,0.78125
8115.0,0.8125
8214.0,0.84375
8294.0,0.875
8405.0,0.7
8405.0,0.7249999999999999
8601.0,0.7499999999999999
9007.0,0.7749999999999999
9464.0,0.75
10091.0,0.7749999999999999
10147.0,0.7999999999999999
10424.0,0.7749999999999999
10430.0,0.75
10570.0,0.775
10897.0,0.8
10917.0,0.8250000000000001
10948.0,0.85
11193.0,0.8749999999999999
11210.0,0.8999999999999999
11309.0,0.75
11309.0,0.7708333333333334
11563.0,0.7916666666666667
11712.0,0.7708333333333334
11723.0,0.7916666666666666
12036.0,0.8125
12242.0,0.8333333333333334
12413.0,0.8541666666666666
12553.0,0.875
12582.0,0.8958333333333334
12693.0,0.8750000000000001
12806.0,0.8541666666666669
12835.0,0.8750000000000001
12881.0,0.8541666666666667
13013.0,0.8750000000000001
13085.0,0.8958333333333335
13438.0,0.9166666666666667
13459.0,0.7857142857142856
13459.0,0.8035714285714286
13503.0,0.8214285714285715
13841.0,0.8035714285714286
13916.0,0.8214285714285714
14179.0,0.8035714285714286
14429.0,0.8214285714285715
14481.0,0.8392857142857143
14675.0,0.8571428571428572
14771.0,0.8392857142857142
15242.0,0.857142857142857
15272.0,0.8749999999999998
15412.0,0.8928571428571427
15905.0,0.9107142857142857
16084.0,0.9285714285714286
16147.0,0.8125
16147.0,0.828125
16196.0,0.8125
16250.0,0.828125
16254.0,0.8125
16348.0,0.828125
16652.0,0.84375
17544.0,0.859375
17617.0,0.875
17707.0,0.890625
17717.0,0.90625
17892.0,0.921875
17974.0,0.9375
18043.0,0.8333333333333334
18043.0,0.8472222222222222
18092.0,0.8333333333333334
18212.0,0.8472222222222222
18282.0,0.8611111111111112
18641.0,0.875
18967.0,0.888888888888889
19218.0,0.9027777777777778
19410.0,0.9166666666666667
19861.0,0.9305555555555556
19913.0,0.9444444444444444
20137.0,0.85
20137.0,0.8624999999999999
20142.0,0.8749999999999999
20207.0,0.8875
20255.0,0.8999999999999999
20378.0,0.9125
20410.0,0.9
20415.0,0.9125
20446.0,0.9249999999999999
20535.0,0.9125
20949.0,0.9
20961.0,0.8875
20971.0,0.8999999999999999
21241.0,0.9125
21444.0,0.925
21514.0,0.9375
21995.0,0.925
22083.0,0.9375
22334.0,0.9500000000000001
22442.0,0.8636363636363639
22442.0,0.8750000000000002
22532.0,0.8636363636363639
23011.0,0.8750000000000002
23197.0,0.8636363636363639
23390.0,0.8750000000000002
23412.0,0.8863636363636366
23464.0,0.8750000000000002
23985.0,0.8863636363636366
23988.0,0.8977272727272729
24142.0,0.8863636363636366
24261.0,0.8977272727272729
24305.0,0.9090909090909094
24515.0,0.8977272727272729
24600.0,0.9090909090909094
24664.0,0.9204545454545457
24732.0,0.9318181818181821
24896.0,0.9204545454545455
24926.0,0.9090909090909092
25076.0,0.9204545454545455
25549.0,0.9318181818181819
25760.0,0.9431818181818182
25870.0,0.9318181818181819
25875.0,0.9431818181818183
25945.0,0.9545454545454547
26070.0,0.8750000000000001
26070.0,0.8854166666666667
26320.0,0.8958333333333334
26401.0,0.8854166666666667
26429.0,0.8750000000000001
26495.0,0.8854166666666669
26665.0,0.8958333333333335
26986.0,0.9062500000000001
26993.0,0.9166666666666669
27042.0,0.9270833333333335
27812.0,0.9375000000000001
27928.0,0.9479166666666667
28207.0,0.9375000000000001
28587.0,0.9479166666666667
28707.0,0.9375000000000001
29338.0,0.9270833333333334
29438.0,0.9375
29835.0,0.9270833333333334
29918.0,0.9375
30040.0,0.9479166666666666
30136.0,0.9583333333333334
30340.0,0.8846153846153844
30340.0,0.8942307692307692
30567.0,0.8846153846153844
30638.0,0.8942307692307689
30664.0,0.9038461538461536
30678.0,0.894230769230769
31284.0,0.8846153846153845
31286.0,0.8749999999999999
31286.0,0.8750000000000001
31817.0,0.8854166666666667
32000.0,0.8958333333333334
32208.0,0.8854166666666667
32227.0,0.8750000000000001
32338.0,0.8854166666666669
32642.0,0.8958333333333335
32729.0,0.9062500000000001
33112.0,0.8958333333333334
33145.0,0.9062500000000001
33757.0,0.9166666666666667
33932.0,0.9270833333333334
34195.0,0.9375
34379.0,0.9270833333333334
34470.0,0.9166666666666666
34593.0,0.9270833333333334
34697.0,0.9375000000000001
34722.0,0.9479166666666669
34732.0,0.9583333333333336
34928.0,0.8846153846153844
34928.0,0.8942307692307689
35152.0,0.9038461538461535
35162.0,0.9134615384615382
35274.0,0.9230769230769228
35459.0,0.9326923076923074
35520.0,0.9423076923076921
35543.0,0.9519230769230766
35733.0,0.9615384615384612
35888.0,0.9519230769230766
35987.0,0.9615384615384612
36701.0,0.9519230769230766
36918.0,0.9615384615384612
37016.0,0.8928571428571427
37016.0,0.9017857142857141
37095.0,0.9107142857142855
37116.0,0.919642857142857
37526.0,0.9107142857142856
37938.0,0.919642857142857
38197.0,0.9107142857142856
38236.0,0.919642857142857
38284.0,0.9285714285714284
38357.0,0.9374999999999999
38400.0,0.9285714285714284
38671.0,0.9374999999999999
38754.0,0.9464285714285713
39089.0,0.9553571428571427
39202.0,0.9464285714285713
39251.0,0.9374999999999999
39326.0,0.9464285714285713
39364.0,0.9374999999999999
39398.0,0.9464285714285713
39422.0,0.9374999999999999
39500.0,0.9285714285714285
39753.0,0.9374999999999999
39784.0,0.9464285714285713
39795.0,0.9553571428571427
40100.0,0.9642857142857141
40126.0,0.8999999999999999
40126.0,0.9083333333333332
40287.0,0.9166666666666665
40430.0,0.9249999999999999
40478.0,0.9166666666666666
40670.0,0.9249999999999999
40682.0,0.9333333333333332
40928.0,0.9416666666666665
41272.0,0.9333333333333332
41284.0,0.9249999999999999
41414.0,0.9333333333333333
41459.0,0.9416666666666667
41717.0,0.95
41894.0,0.9416666666666667
41938.0,0.95
42069.0,0.9416666666666667
42139.0,0.9333333333333333
42153.0,0.9416666666666667
42411.0,0.95
42609.0,0.9583333333333333
42731.0,0.9666666666666666
43061.0,0.9583333333333333
43098.0,0.95
43321.0,0.9583333333333333
43339.0,0.9666666666666666
43344.0,0.90625
43344.0,0.9140625
43465.0,0.90625
43632.0,0.9140625
43729.0,0.921875
43735.0,0.9296875
43818.0,0.9375
44117.0,0.9453125
44414.0,0.9375
44642.0,0.9453125
45049.0,0.953125
45098.0,0.9609375
45119.0,0.953125
45510.0,0.9609375
45644.0,0.96875
45994.0,0.9609375
46019.0,0.96875
46687.0,0.9117647058823531
46687.0,0.9191176470588237
46791.0,0.9117647058823531
46828.0,0.9191176470588237
47180.0,0.9264705882352943
47325.0,0.9191176470588236
47357.0,0.9117647058823529
47483.0,0.9044117647058824
47483.0,0.90625
47763.0,0.9140625
48201.0,0.921875
48305.0,0.9140625
48691.0,0.90625
48766.0,0.9140625
48769.0,0.921875
48793.0,0.9296875
49397.0,0.921875
49543.0,0.9296875
49756.0,0.9375
49797.0,0.9296875
49905.0,0.9375
50005.0,0.9453125
50106.0,0.9375
50354.0,0.9453125
50594.0,0.9375
50744.0,0.9453125
50915.0,0.953125
51115.0,0.9609375
51662.0,0.96875
51694.0,0.911764705882353
51694.0,0.9191176470588236
51810.0,0.911764705882353
52000.0,0.9044117647058825
52000.0,0.90625
52053.0,0.9140625
52080.0,0.921875
52382.0,0.9296875
52622.0,0.921875
52814.0,0.9296875
52836.0,0.9375
52975.0,0.9296875
53880.0,0.921875
53915.0,0.9296875
54031.0,0.9375
54216.0,0.9296875
54767.0,0.9375
54917.0,0.9296875
55117.0,0.9375
55139.0,0.9453125
55344.0,0.953125
55526.0,0.9453125
55937.0,0.953125
56024.0,0.9453125
56107.0,0.953125
56160.0,0.9453125
56266.0,0.953125
56298.0,0.9609375
56473.0,0.953125
56534.0,0.9453125
56560.0,0.953125
56678.0,0.9453125
56779.0,0.953125
56897.0,0.9609375
57269.0,0.953125
57405.0,0.9609375
58231.0,0.96875
58244.0,0.9609375
58843.0,0.953125
59107.0,0.9609375
59158.0,0.953125
59164.0,0.9453125
59410.0,0.9375
59662.0,0.9453125
60902.0,0.953125
61104.0,0.9609375
61290.0,0.96875
61313.0,0.9609375
61399.0,0.953125
61588.0,0.9609375
61616.0,0.953125
61832.0,0.9453125
61835.0,0.953125
62414.0,0.9609375
62497.0,0.96875
62550.0,0.9609375
62696.0,0.953125
63050.0,0.9609375
63292.0,0.96875
63345.0,0.911764705882353
63345.0,0.9191176470588236
63454.0,0.9264705882352942
63475.0,0.9338235294117647
64090.0,0.9264705882352942
64091.0,0.9191176470588235
64152.0,0.9117647058823529
64529.0,0.9044117647058824
64529.0,0.90625
64546.0,0.9140625
64736.0,0.90625
64739.0,0.9140625
64740.0,0.90625
65160.0,0.9140625
65205.0,0.921875
65638.0,0.9296875
65847.0,0.921875
65962.0,0.9296875
66063.0,0.921875
66098.0,0.9296875
66528.0,0.921875
66601.0,0.9296875
66608.0,0.9375
66719.0,0.9296875
66856.0,0.921875
67024.0,0.9296875
67065.0,0.9375
67185.0,0.9453125
67257.0,0.9375
67488.0,0.9296875
67647.0,0.9375
67806.0,0.9453125
67886.0,0.953125
68026.0,0.9453125
68387.0,0.953125
68907.0,0.9453125
68915.0,0.9375
69410.0,0.9296875
69503.0,0.921875
69562.0,0.9140625
70060.0,0.90625
70431.0,0.9140625
70610.0,0.90625
70634.0,0.9140625
70788.0,0.90625
71359.0,0.9140625
71431.0,0.921875
71466.0,0.9296875
71699.0,0.9375
71925.0,0.9296875
71978.0,0.9375
72014.0,0.9296875
72089.0,0.9375
72368.0,0.9453125
72738.0,0.953125
72844.0,0.9453125
73059.0,0.9375
73216.0,0.9453125
