Time,Utilization

302.0,0.25
394.0,0.375
411.0,0.5
613.0,0.25
613.0,0.3125
737.0,0.375
1088.0,0.4375
1112.0,0.5
1133.0,0.5625
1208.0,0.625
1243.0,0.6875
1259.0,0.75
1305.0,0.5
1305.0,0.5416666666666667
1459.0,0.5833333333333334
1532.0,0.6250000000000001
1537.0,0.6666666666666667
1556.0,0.7083333333333334
1777.0,0.6666666666666666
1854.0,0.7083333333333334
2020.0,0.7500000000000001
2031.0,0.7916666666666667
2090.0,0.8333333333333335
2159.0,0.625
2159.0,0.65625
2400.0,0.6875
2509.0,0.71875
2583.0,0.75
2604.0,0.78125
2754.0,0.8125
2980.0,0.84375
3235.0,0.875
3257.0,0.7
3257.0,0.7250000000000001
3297.0,0.7500000000000001
3329.0,0.7750000000000001
3374.0,0.8
3403.0,0.7749999999999999
3453.0,0.7999999999999999
3616.0,0.825
3909.0,0.7999999999999999
4050.0,0.825
4073.0,0.85
4242.0,0.875
4350.0,0.8499999999999999
4373.0,0.875
4381.0,0.8999999999999999
4394.0,0.75
4394.0,0.7708333333333334
4492.0,0.7916666666666667
4499.0,0.8125
4539.0,0.8333333333333334
4641.0,0.8541666666666667
4705.0,0.875
4830.0,0.8958333333333334
4913.0,0.9166666666666667
4920.0,0.8958333333333334
4982.0,0.9166666666666667
5038.0,0.7857142857142857
5038.0,0.8035714285714286
5050.0,0.8214285714285715
5152.0,0.8392857142857143
5224.0,0.8571428571428572
5253.0,0.875
5394.0,0.8928571428571429
5403.0,0.9107142857142857
5421.0,0.9285714285714286
5572.0,0.9107142857142857
5587.0,0.9285714285714286
5793.0,0.8125
5793.0,0.828125
5814.0,0.84375
5892.0,0.859375
6119.0,0.875
6131.0,0.890625
6187.0,0.90625
6326.0,0.890625
6385.0,0.90625
6457.0,0.921875
6483.0,0.9375
6525.0,0.8333333333333333
6525.0,0.8472222222222221
6565.0,0.8611111111111109
6647.0,0.8472222222222221
6687.0,0.861111111111111
6734.0,0.8472222222222222
7044.0,0.861111111111111
7074.0,0.875
7110.0,0.8888888888888888
7114.0,0.9027777777777778
7184.0,0.9166666666666666
7217.0,0.9305555555555555
7245.0,0.9444444444444443
7313.0,0.85
7313.0,0.8624999999999999
7341.0,0.8749999999999999
7485.0,0.8875
7490.0,0.875
7616.0,0.8875
7717.0,0.9
7794.0,0.9125
7868.0,0.9
7975.0,0.9125
7996.0,0.925
8086.0,0.9375
8088.0,0.95
8114.0,0.8636363636363638
8114.0,0.8750000000000001
