Time,Active PDUs
0.0,0
10.0,1
17.0,2
25.0,3
34.0,4
35.0,5
38.0,6
51.0,7
69.0,8
72.0,9
73.0,10
82.0,11
90.0,12
103.0,13
108.0,14
111.0,15
113.0,16
125.0,17
140.0,18
148.0,19
150.0,20
157.0,21
162.0,22
165.0,23
167.0,24
174.0,25
180.0,26
190.0,27
199.0,28
203.0,29
228.0,30
230.0,31
241.0,32
246.0,33
259.0,34
272.0,35
274.0,36
279.0,37
285.0,38
287.0,39
293.0,40
299.0,41
311.0,42
315.0,43
329.0,44
377.0,45
379.0,46
387.0,47
397.0,48
399.0,49
403.0,50
415.0,51
430.0,52
438.0,53
447.0,54
451.0,55
452.0,56
456.0,57
460.0,58
466.0,59
469.0,60
476.0,61
485.0,62
492.0,63
501.0,64
510.0,65
514.0,66
516.0,67
524.0,68
532.0,69
551.0,70
575.0,71
579.0,72
584.0,73
589.0,74
598.0,75
599.0,76
620.0,77
626.0,78
630.0,79
644.0,80
647.0,81
649.0,82
650.0,83
653.0,84
669.0,85
670.0,86
673.0,87
675.0,88
677.0,89
723.0,90
738.0,91
747.0,92
755.0,93
770.0,94
775.0,95
782.0,96
789.0,97
791.0,98
799.0,99
800.0,100
805.0,101
809.0,102
814.0,103
817.0,104
818.0,105
820.0,106
822.0,107
827.0,108
838.0,109
840.0,110
856.0,111
858.0,112
869.0,113
870.0,114
879.0,115
895.0,116
904.0,117
915.0,118
917.0,119
926.0,120
929.0,121
930.0,122
935.0,123
938.0,124
939.0,125
944.0,126
950.0,127
978.0,128
986.0,129
988.0,130
989.0,131
998.0,132
1005.0,133
1008.0,134
1017.0,135
1025.0,136
1027.0,137
1030.0,138
1033.0,139
1039.0,140
1048.0,141
1052.0,142
1057.0,143
1074.0,144
1107.0,145
1113.0,146
1121.0,147
1123.0,148
1133.0,149
1138.0,150
1140.0,151
1142.0,152
1143.0,153
1150.0,154
1151.0,155
1154.0,156
1159.0,157
1161.0,158
1177.0,159
1185.0,160
1187.0,161
1196.0,162
1202.0,163
1214.0,164
1238.0,165
1244.0,166
1246.0,167
1249.0,168
1260.0,169
1261.0,170
1272.0,171
1283.0,170
1284.0,171
1285.0,172
1293.0,173
1294.0,174
1303.0,175
1304.0,176
1308.0,177
1311.0,178
1313.0,179
1318.0,180
1327.0,181
1328.0,182
1358.0,183
1369.0,184
1373.0,185
1387.0,186
1394.0,187
1405.0,188
1410.0,189
1412.0,190
1427.0,191
1443.0,192
1456.0,193
1463.0,194
1468.0,195
1485.0,196
1491.0,197
1492.0,198
1496.0,199
1497.0,200
1503.0,201
1514.0,202
1516.0,203
1517.0,204
1529.0,205
1531.0,206
1533.0,207
1535.0,208
1562.0,209
1574.0,210
1591.0,211
1597.0,212
1603.0,213
1608.0,214
1615.0,215
1620.0,216
1625.0,215
1647.0,216
1648.0,217
1667.0,218
1673.0,219
1675.0,220
1676.0,221
1677.0,222
1694.0,223
1699.0,224
1713.0,225
1736.0,226
1739.0,227
1750.0,228
1773.0,229
1777.0,230
1778.0,231
1784.0,232
1799.0,233
1806.0,234
1810.0,235
1813.0,236
1819.0,237
1821.0,238
1830.0,239
1847.0,240
1864.0,241
1886.0,242
1887.0,243
1898.0,244
1903.0,245
1907.0,246
1915.0,247
1926.0,248
1946.0,249
1960.0,250
1971.0,251
1979.0,252
1980.0,253
1982.0,254
1986.0,253
1987.0,254
2008.0,255
2012.0,256
2015.0,257
2022.0,258
2025.0,259
2029.0,260
2039.0,261
2050.0,262
2052.0,263
2053.0,264
2060.0,265
2071.0,266
2081.0,267
2084.0,268
2087.0,267
2090.0,268
2101.0,269
2121.0,270
2122.0,271
2124.0,270
2130.0,271
2136.0,272
2138.0,273
2141.0,274
2144.0,275
2146.0,276
2149.0,277
2159.0,278
2161.0,279
2172.0,280
2178.0,281
2178.0,280
2179.0,281
2182.0,282
2189.0,283
2194.0,284
2202.0,285
2214.0,286
2231.0,287
2235.0,288
2236.0,289
2239.0,290
2240.0,291
2241.0,292
2246.0,293
2251.0,294
2289.0,295
2290.0,296
2291.0,297
2294.0,298
2296.0,299
2302.0,300
2309.0,301
2313.0,302
2317.0,303
2324.0,304
2326.0,305
2338.0,306
2340.0,307
2349.0,308
2353.0,309
2365.0,310
2372.0,311
2378.0,312
2383.0,313
2387.0,314
2399.0,313
2413.0,314
2417.0,315
2419.0,316
2428.0,317
2431.0,318
2436.0,317
2440.0,318
2441.0,319
2443.0,320
2448.0,321
2453.0,322
2455.0,323
2461.0,324
2469.0,325
2470.0,326
2479.0,327
2484.0,328
2487.0,329
2488.0,330
2489.0,331
2495.0,332
2499.0,333
2526.0,334
2537.0,335
2541.0,336
2549.0,337
2553.0,338
2555.0,339
2574.0,340
2578.0,341
2583.0,342
2593.0,343
2597.0,344
2604.0,345
2624.0,346
2645.0,347
2652.0,348
2657.0,349
2673.0,350
2686.0,351
2687.0,352
2713.0,353
2715.0,354
2716.0,355
2724.0,356
2728.0,357
2745.0,358
2749.0,359
2754.0,360
2765.0,361
2771.0,362
2772.0,363
2780.0,364
2782.0,365
2784.0,366
2786.0,367
2821.0,368
2832.0,369
2834.0,370
2836.0,371
2842.0,372
2848.0,373
2853.0,374
2860.0,375
2865.0,376
2868.0,377
2870.0,378
2884.0,379
2888.0,380
2889.0,381
2894.0,382
2902.0,383
2917.0,384
2918.0,385
2946.0,386
2950.0,387
2956.0,388
2957.0,389
2959.0,390
2971.0,391
2990.0,392
3023.0,393
3030.0,394
3033.0,395
3039.0,396
3040.0,397
3045.0,398
3052.0,399
3054.0,400
3058.0,401
3060.0,402
3073.0,403
3075.0,404
3081.0,405
3089.0,406
3094.0,407
3111.0,406
3114.0,407
3115.0,408
3123.0,409
3135.0,410
3137.0,411
3146.0,412
3156.0,413
3161.0,414
3166.0,415
3169.0,416
3170.0,417
3180.0,418
3195.0,419
3199.0,420
3200.0,421
3203.0,422
3213.0,423
3215.0,422
